瘤痢,瘤痢疙,老矫,泅瘤扁拘(hPa)
156,堡林,2021-06-24 08:00,1004.4
156,堡林,2021-06-24 09:00,1004.2
156,堡林,2021-06-24 10:00,1004
156,堡林,2021-06-24 11:00,1003.9
156,堡林,2021-06-24 12:00,1003.6
156,堡林,2021-06-24 13:00,1003
156,堡林,2021-06-24 14:00,1002.8
156,堡林,2021-06-24 15:00,1002.4
156,堡林,2021-06-24 16:00,1002.1
156,堡林,2021-06-24 17:00,1001.9
156,堡林,2021-06-24 18:00,1002
156,堡林,2021-06-24 19:00,1002.5
156,堡林,2021-06-24 20:00,1002.5
156,堡林,2021-06-24 21:00,1003
156,堡林,2021-06-24 22:00,1003.9
156,堡林,2021-06-24 23:00,1003.9
156,堡林,2021-06-25 00:00,1003.9
156,堡林,2021-06-25 01:00,1003.9
156,堡林,2021-06-25 02:00,1003.6
156,堡林,2021-06-25 03:00,1003.4
156,堡林,2021-06-25 04:00,1003.5
156,堡林,2021-06-25 05:00,1003.4
156,堡林,2021-06-25 06:00,1003.7
156,堡林,2021-06-25 07:00,1004
156,堡林,2021-06-25 08:00,1004.2
156,堡林,2021-06-25 09:00,1003.8
156,堡林,2021-06-25 10:00,1003.6
156,堡林,2021-06-25 11:00,1003
156,堡林,2021-06-25 12:00,1002.7
156,堡林,2021-06-25 13:00,1002
156,堡林,2021-06-25 14:00,1001.7
156,堡林,2021-06-25 15:00,1001.1
156,堡林,2021-06-25 16:00,1001
156,堡林,2021-06-25 17:00,1000.8
156,堡林,2021-06-25 18:00,1001
156,堡林,2021-06-25 19:00,1001.4
156,堡林,2021-06-25 20:00,1002.3
156,堡林,2021-06-25 21:00,1002.7
156,堡林,2021-06-25 22:00,1003.1
156,堡林,2021-06-25 23:00,1003.4
156,堡林,2021-06-26 00:00,1003.5
156,堡林,2021-06-26 01:00,1003.1
156,堡林,2021-06-26 02:00,1002.8
156,堡林,2021-06-26 03:00,1002.4
156,堡林,2021-06-26 04:00,1002.3
156,堡林,2021-06-26 05:00,1002.3
156,堡林,2021-06-26 06:00,1002.7
156,堡林,2021-06-26 07:00,1003
156,堡林,2021-06-26 08:00,1003.1
156,堡林,2021-06-26 09:00,1003.1
156,堡林,2021-06-26 10:00,1002.8
156,堡林,2021-06-26 11:00,1002.5
156,堡林,2021-06-26 12:00,1001.9
156,堡林,2021-06-26 13:00,1001.3
156,堡林,2021-06-26 14:00,1001
156,堡林,2021-06-26 15:00,1000.6
156,堡林,2021-06-26 16:00,1000.5
156,堡林,2021-06-26 17:00,1000.3
156,堡林,2021-06-26 18:00,1000.2
156,堡林,2021-06-26 19:00,1000.7
156,堡林,2021-06-26 20:00,1001.1
156,堡林,2021-06-26 21:00,1001.6
156,堡林,2021-06-26 22:00,1001.9
156,堡林,2021-06-26 23:00,1001.9
156,堡林,2021-06-27 00:00,1001.5
156,堡林,2021-06-27 01:00,1000.9
156,堡林,2021-06-27 02:00,1000.4
156,堡林,2021-06-27 03:00,1000.5
156,堡林,2021-06-27 04:00,1000.3
156,堡林,2021-06-27 05:00,1000.2
156,堡林,2021-06-27 06:00,1000.2
156,堡林,2021-06-27 07:00,1000.1
156,堡林,2021-06-27 08:00,1000.2
156,堡林,2021-06-27 09:00,1000
156,堡林,2021-06-27 10:00,999.7
156,堡林,2021-06-27 11:00,999.4
156,堡林,2021-06-27 12:00,999
156,堡林,2021-06-27 13:00,998.3
156,堡林,2021-06-27 14:00,997.9
156,堡林,2021-06-27 15:00,997.6
156,堡林,2021-06-27 16:00,997
156,堡林,2021-06-27 17:00,997
156,堡林,2021-06-27 18:00,997.2
156,堡林,2021-06-27 19:00,997.4
156,堡林,2021-06-27 20:00,997.5
156,堡林,2021-06-27 21:00,997.8
156,堡林,2021-06-27 22:00,998.3
156,堡林,2021-06-27 23:00,998.2
156,堡林,2021-06-28 00:00,998
156,堡林,2021-06-28 01:00,998.1
156,堡林,2021-06-28 02:00,997.7
156,堡林,2021-06-28 03:00,997.4
156,堡林,2021-06-28 04:00,997.6
156,堡林,2021-06-28 05:00,997.7
156,堡林,2021-06-28 06:00,997.8
156,堡林,2021-06-28 07:00,997.6
156,堡林,2021-06-28 08:00,997.3
156,堡林,2021-06-28 09:00,997.2
156,堡林,2021-06-28 10:00,997.2
156,堡林,2021-06-28 11:00,996.8
156,堡林,2021-06-28 12:00,996.3
156,堡林,2021-06-28 13:00,995.7
156,堡林,2021-06-28 14:00,995.3
156,堡林,2021-06-28 15:00,995.9
156,堡林,2021-06-28 16:00,996.5
156,堡林,2021-06-28 17:00,995.9
156,堡林,2021-06-28 18:00,995.9
156,堡林,2021-06-28 19:00,996
156,堡林,2021-06-28 20:00,996.4
156,堡林,2021-06-28 21:00,996.9
156,堡林,2021-06-28 22:00,997.3
156,堡林,2021-06-28 23:00,997.5
156,堡林,2021-06-29 00:00,997.4
156,堡林,2021-06-29 01:00,997.4
156,堡林,2021-06-29 02:00,997.3
156,堡林,2021-06-29 03:00,997.3
156,堡林,2021-06-29 04:00,997.5
156,堡林,2021-06-29 05:00,997.6
156,堡林,2021-06-29 06:00,997.6
156,堡林,2021-06-29 07:00,998
156,堡林,2021-06-29 08:00,998.2
156,堡林,2021-06-29 09:00,998.2
156,堡林,2021-06-29 10:00,997.9
156,堡林,2021-06-29 11:00,998.4
156,堡林,2021-06-29 12:00,998
156,堡林,2021-06-29 13:00,997.5
156,堡林,2021-06-29 14:00,997.1
156,堡林,2021-06-29 15:00,997
156,堡林,2021-06-29 16:00,996.5
156,堡林,2021-06-29 17:00,996.7
156,堡林,2021-06-29 18:00,996.8
156,堡林,2021-06-29 19:00,997.6
156,堡林,2021-06-29 20:00,998.1
156,堡林,2021-06-29 21:00,998.8
156,堡林,2021-06-29 22:00,999.3
156,堡林,2021-06-29 23:00,999.4
156,堡林,2021-06-30 00:00,999.2
156,堡林,2021-06-30 01:00,998.9
156,堡林,2021-06-30 02:00,998.7
156,堡林,2021-06-30 03:00,998.2
156,堡林,2021-06-30 04:00,998.8
156,堡林,2021-06-30 05:00,998.9
156,堡林,2021-06-30 06:00,999
156,堡林,2021-06-30 07:00,999.4
156,堡林,2021-06-30 08:00,999.1
156,堡林,2021-06-30 09:00,999.8
156,堡林,2021-06-30 10:00,1000
156,堡林,2021-06-30 11:00,1000.1
156,堡林,2021-06-30 12:00,999.7
156,堡林,2021-06-30 13:00,998.9
156,堡林,2021-06-30 14:00,998.5
156,堡林,2021-06-30 15:00,998.2
156,堡林,2021-06-30 16:00,998.1
156,堡林,2021-06-30 17:00,997.6
156,堡林,2021-06-30 18:00,997.4
156,堡林,2021-06-30 19:00,997.7
156,堡林,2021-06-30 20:00,997.6
156,堡林,2021-06-30 21:00,998.3
156,堡林,2021-06-30 22:00,998.7
156,堡林,2021-06-30 23:00,999.1
